State Code,County Code,Parameter Name,Units of Measure,Arithmetic Mean
1,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.972727
1,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.972727
1,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.972727
1,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.972727
1,27,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.16
1,27,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.16
1,27,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.16
1,27,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.16
1,49,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.9
1,49,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.9
1,49,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.9
1,49,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.9
1,55,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.9
1,55,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.9
1,55,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.9
1,55,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.9
1,73,Carbon monoxide,Parts per million,0.30142
1,73,Carbon monoxide,Parts per million,0.302786
1,73,Sulfur dioxide,Parts per billion,2.716129
1,73,Sulfur dioxide,Parts per billion,0.979915
1,73,Sulfur dioxide,Parts per billion,0.993548
1,73,Sulfur dioxide,Parts per billion,0.945887
1,73,SO2 max 5-min avg,Parts per billion,1.251282
1,73,Reactive oxides of nitrogen (NOy),Parts per billion,19.972346
1,73,Nitric oxide (NO),Parts per billion,8.044832
1,73,Nitric oxide (NO),Parts per billion,8.016785
1,73,Nitrogen dioxide (NO2),Parts per billion,22.641935
1,73,Nitrogen dioxide (NO2),Parts per billion,11.252774
1,73,Oxides of nitrogen (NOx),Parts per billion,19.311807
1,73,Ozone,Parts per million,0.0371
1,73,Ozone,Parts per million,0.032172
1,73,Ozone,Parts per million,0.032172
1,73,Ozone,Parts per million,0.032207
1,73,Wind Speed - Resultant,Knots,3.937769
1,73,Wind Direction - Resultant,Degrees Compass,173.973118
1,73,Outdoor Temperature,Degrees Fahrenheit,50.684946
1,73,Relative Humidity ,Percent relative humidity,69.967742
1,73,Solar radiation,Langleys/minute,0.219126
1,73,Barometric pressure,Millibars,997.420833
1,73,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15.432184
1,73,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15.432184
1,73,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15
1,73,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15
1,73,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.932471
1,73,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.009195
1,73,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.917857
1,73,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.917857
1,73,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.917857
1,73,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.917857
1,73,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.74729
1,73,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.716129
1,73,Carbon monoxide,Parts per million,0.375007
1,73,Carbon monoxide,Parts per million,0.382833
1,73,Nitric oxide (NO),Parts per billion,16.8
1,73,Nitrogen dioxide (NO2),Parts per billion,27.353333
1,73,Nitrogen dioxide (NO2),Parts per billion,14.428741
1,73,Oxides of nitrogen (NOx),Parts per billion,31.278074
1,73,Wind Speed - Resultant,Knots,1.859812
1,73,Wind Direction - Resultant,Degrees Compass,166.025538
1,73,Outdoor Temperature,Degrees Fahrenheit,50.303495
1,73,Relative Humidity ,Percent relative humidity,68.630376
1,73,Solar radiation,Langleys/minute,0.142339
1,73,Rain/melt precipitation,Inches (rainfall),0.010444
1,73,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),21.909576
1,73,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),21.633333
1,97,Sulfur dioxide,Parts per billion,1.531034
1,97,Sulfur dioxide,Parts per billion,0.762591
1,97,Sulfur dioxide,Parts per billion,0.765517
1,97,Sulfur dioxide,Parts per billion,0.727805
1,97,SO2 max 5-min avg,Parts per billion,0.848035
1,97,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.34
1,97,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.34
1,97,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.34
1,97,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.34
1,97,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.356865
1,97,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),7.296552
1,101,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),10.75
1,101,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),10.75
1,101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.08
1,101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.08
1,101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.08
1,101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.08
1,101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.475
1,101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.475
1,101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.475
1,101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.475
1,101,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),10.313901
1,101,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),10.224138
1,103,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.525
1,103,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.525
1,103,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.525
1,103,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.525
1,103,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.832114
1,103,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.793548
1,113,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.29
1,113,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.29
1,113,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.29
1,113,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.29
1,113,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.133333
1,113,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.133333
1,113,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.133333
1,113,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.133333
1,113,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.565574
1,113,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.545161
1,113,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.545161
1,113,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.545161
1,113,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.545161
1,117,Sulfur dioxide,Parts per billion,6.335484
1,117,Sulfur dioxide,Parts per billion,0.969143
1,117,Sulfur dioxide,Parts per billion,0.951613
1,117,Sulfur dioxide,Parts per billion,1.013527
1,117,SO2 max 5-min avg,Parts per billion,2.729143
1,119,Sulfur dioxide,Parts per billion,0.809677
1,119,Sulfur dioxide,Parts per billion,0.437163
1,119,Sulfur dioxide,Parts per billion,0.441935
1,119,Sulfur dioxide,Parts per billion,0.403286
1,119,SO2 max 5-min avg,Parts per billion,0.437163
1,119,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.737997
1,119,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.658333
1,125,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.5
1,125,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.5
1,125,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.5
1,125,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.5
2,68,Wind Speed - Scalar,Knots,1.488326
2,68,Wind Speed - Resultant,Knots,0.984615
2,68,Wind Direction - Resultant,Degrees Compass,206.411765
2,68,Std Dev Hz Wind Direction,Degrees Compass,50.825339
2,68,Outdoor Temperature,Degrees Fahrenheit,-3.995825
2,68,Relative Humidity ,Percent relative humidity,74.292971
2,68,Solar radiation,Langleys/minute,0.015428
2,68,Rain/melt precipitation,Inches (rainfall),0.000286
2,170,Sample Flow Rate- CV,Percent,0.1
2,170,Sample Volume,Cubic meter,24
2,170,Ambient Min Temperature,Degrees Centigrade,-29.5
2,170,Ambient Max Temperature,Degrees Centigrade,-22.5
2,170,Average Ambient Temperature,Degrees Centigrade,-27
2,170,Sample Min Baro Pressure,Millimeters (mercury),748
2,170,Sample Max Baro Pressure,Millimeters (mercury),753.5
2,170,Average Ambient Pressure,Millimeters (mercury),750.5
2,170,Elapsed Sample Time,Minutes,1439
2,170,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),18.4
2,170,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),18.4
2,170,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),18.4
2,170,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),18.4
4,1,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9.795131
4,1,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9.795131
4,1,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9.285714
4,1,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.192857
4,1,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.192857
4,1,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.192857
4,1,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.192857
4,1,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.314286
4,1,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.314286
4,1,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.314286
4,1,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.314286
4,3,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),6.969697
4,3,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),6.472527
4,3,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),20.522717
4,3,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),20.065934
4,3,Ozone,Parts per million,0.044814
4,3,Ozone,Parts per million,0.042552
4,3,Ozone,Parts per million,0.042552
4,3,Ozone,Parts per million,0.042328
4,3,Wind Speed - Scalar,Knots,5.827286
4,3,Wind Speed - Resultant,Knots,5.417643
4,3,Wind Direction - Resultant,Degrees Compass,149.799286
4,3,Std Dev Hz Wind Direction,Degrees Compass,22.473571
4,3,Outdoor Temperature,Degrees Fahrenheit,45.836532
4,3,Relative Humidity ,Percent relative humidity,50.444918
4,3,Solar radiation,Langleys/minute,0.233639
4,3,Rain/melt precipitation,Inches (rainfall),0.001495
4,5,Ozone,Parts per million,0.047311
4,5,Ozone,Parts per million,0.044562
4,5,Ozone,Parts per million,0.044562
4,5,Ozone,Parts per million,0.044437
4,5,Ozone,Parts per million,0.0448
4,5,Ozone,Parts per million,0.0432
4,5,Ozone,Parts per million,0.0432
4,5,Ozone,Parts per million,0.042831
4,5,Wind Speed - Scalar,Knots,4.995622
4,5,Wind Speed - Resultant,Knots,4.551772
4,5,Wind Direction - Resultant,Degrees Compass,183.555247
4,5,Std Dev Hz Wind Direction,Degrees Compass,23.808895
4,5,Outdoor Temperature,Degrees Fahrenheit,36.205556
4,5,Relative Humidity ,Percent relative humidity,47.788194
4,5,Solar radiation,Langleys/minute,0.223444
4,5,Rain/melt precipitation,Inches (rainfall),0.00039
4,5,Wind Speed - Scalar,Knots,3.5
4,5,Wind Direction - Resultant,Degrees Compass,199
4,7,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),20.012414
4,7,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),19.505495
4,7,Ozone,Parts per million,0.043689
4,7,Ozone,Parts per million,0.040333
4,7,Ozone,Parts per million,0.040333
4,7,Ozone,Parts per million,0.040303
4,7,Sulfur dioxide,Parts per billion,15.940659
4,7,Sulfur dioxide,Parts per billion,3.122426
4,7,Sulfur dioxide,Parts per billion,3.125275
4,7,Sulfur dioxide,Parts per billion,3.088766
4,7,Sulfur dioxide,Parts per billion,3.120142
4,7,Sulfur dioxide,Parts per billion,10.61236
4,7,Sulfur dioxide,Parts per billion,1.686296
4,7,Sulfur dioxide,Parts per billion,1.705618
4,7,Sulfur dioxide,Parts per billion,1.653641
4,7,Sulfur dioxide,Parts per billion,1.685297
4,7,Sulfur dioxide,Parts per billion,1.278022
4,7,Sulfur dioxide,Parts per billion,1.061024
4,7,Sulfur dioxide,Parts per billion,1.062637
4,7,Sulfur dioxide,Parts per billion,1.027235
4,7,Sulfur dioxide,Parts per billion,1.064412
4,7,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9.96092
4,7,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9.505495
4,7,Lead (TSP) LC,Micrograms/cubic meter (LC),0.003867
4,7,Average Ambient Temperature,Degrees Centigrade,14.566667
4,7,Average Ambient Pressure,Millimeters (mercury),706
4,7,Lead (TSP) LC,Micrograms/cubic meter (LC),0.033545
4,7,Lead (TSP) LC,Micrograms/cubic meter (LC),0.028923
4,7,Average Ambient Temperature,Degrees Centigrade,14.2
4,7,Average Ambient Temperature,Degrees Centigrade,15.415385
4,7,Average Ambient Pressure,Millimeters (mercury),707.428571
4,7,Average Ambient Pressure,Millimeters (mercury),707.307692
4,7,Lead (TSP) LC,Micrograms/cubic meter (LC),0.0148
4,7,Average Ambient Temperature,Degrees Centigrade,13.186667
4,7,Average Ambient Pressure,Millimeters (mercury),676.666667
4,7,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13.263545
4,7,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12.747253
4,12,Ozone,Parts per million,0.045822
4,12,Ozone,Parts per million,0.042742
4,12,Ozone,Parts per million,0.042742
4,12,Ozone,Parts per million,0.042614
4,12,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),7.600462
4,12,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),7.177778
4,12,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.950509
4,12,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.911111
4,12,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.911111
4,12,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.911111
4,12,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.911111
4,13,Carbon monoxide,Parts per million,0.674014
4,13,Carbon monoxide,Parts per million,0.672335
4,13,Nitrogen dioxide (NO2),Parts per billion,33.419355
4,13,Nitrogen dioxide (NO2),Parts per billion,18.915646
4,13,Ozone,Parts per million,0.038161
4,13,Ozone,Parts per million,0.029806
4,13,Ozone,Parts per million,0.029806
4,13,Ozone,Parts per million,0.029533
4,13,Wind Speed - Scalar,Knots,1.928091
4,13,Wind Direction - Scalar,Degrees Compass,180.870968
4,13,Wind Speed - Resultant,Knots,1.631855
4,13,Wind Direction - Resultant,Degrees Compass,176.705645
4,13,Temperature Difference,"Temp Difference, Centigrade ",0.31922
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),36.348638
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),35.83871
4,13,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),16.027793
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),16.433333
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),16.433333
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),16.433333
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),16.433333
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),20.253134
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),20.080645
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),20.080645
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),20.080645
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),20.080645
4,13,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-3.443733
4,13,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-3.374194
4,13,Carbon monoxide,Parts per million,0.523602
4,13,Carbon monoxide,Parts per million,0.528205
4,13,Ozone,Parts per million,0.040452
4,13,Ozone,Parts per million,0.034806
4,13,Ozone,Parts per million,0.034806
4,13,Ozone,Parts per million,0.034567
4,13,Wind Speed - Scalar,Knots,2.631671
4,13,Wind Direction - Scalar,Degrees Compass,146.590296
4,13,Wind Speed - Resultant,Knots,2.315364
4,13,Wind Direction - Resultant,Degrees Compass,147.757412
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15.198214
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14.709677
4,13,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.547802
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.602747
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.551613
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.551613
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.551613
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.551613
4,13,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-1.582967
4,13,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-1.53871
4,13,Ozone,Parts per million,0.030935
4,13,Ozone,Parts per million,0.024968
4,13,Ozone,Parts per million,0.024968
4,13,Ozone,Parts per million,0.024333
4,13,Wind Speed - Scalar,Knots,1.960887
4,13,Wind Direction - Scalar,Degrees Compass,145.060484
4,13,Wind Speed - Resultant,Knots,1.598253
4,13,Wind Direction - Resultant,Degrees Compass,145.362903
4,13,Temperature Difference,"Temp Difference, Centigrade ",0.113978
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18.904396
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18.451613
4,13,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),6.896566
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.961264
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.887097
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.887097
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.887097
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.887097
4,13,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-2.911951
4,13,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-2.870968
4,13,Ozone,Parts per million,0.040484
4,13,Ozone,Parts per million,0.035484
4,13,Ozone,Parts per million,0.035484
4,13,Ozone,Parts per million,0.035233
4,13,Wind Speed - Scalar,Knots,4.216846
4,13,Wind Direction - Scalar,Degrees Compass,122.510782
4,13,Wind Speed - Resultant,Knots,3.891509
4,13,Wind Direction - Resultant,Degrees Compass,121.881402
4,13,Ozone,Parts per million,0.037226
4,13,Ozone,Parts per million,0.031
4,13,Ozone,Parts per million,0.031
4,13,Ozone,Parts per million,0.030667
4,13,Wind Speed - Scalar,Knots,2.60914
4,13,Wind Direction - Scalar,Degrees Compass,150.689516
4,13,Wind Speed - Resultant,Knots,2.25914
4,13,Wind Direction - Resultant,Degrees Compass,150.946237
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),18.161528
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),17.580645
4,13,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),7.191814
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.924147
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.83871
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.83871
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.83871
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.83871
4,13,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-2.27899
4,13,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-2.229032
4,13,Ozone,Parts per million,0.044226
4,13,Ozone,Parts per million,0.040903
4,13,Ozone,Parts per million,0.040903
4,13,Ozone,Parts per million,0.0406
4,13,Wind Speed - Scalar,Knots,4.725134
4,13,Wind Direction - Scalar,Degrees Compass,122.186828
4,13,Wind Speed - Resultant,Knots,4.413441
4,13,Wind Direction - Resultant,Degrees Compass,122.825269
4,13,Carbon monoxide,Parts per million,0.693605
4,13,Carbon monoxide,Parts per million,0.695007
4,13,Sulfur dioxide,Parts per billion,2.645161
4,13,Sulfur dioxide,Parts per billion,0.838315
4,13,Sulfur dioxide,Parts per billion,0.83871
4,13,Sulfur dioxide,Parts per billion,0.823868
4,13,SO2 max 5-min avg,Parts per billion,1.213315
4,13,Nitrogen dioxide (NO2),Parts per billion,39.777778
4,13,Nitrogen dioxide (NO2),Parts per billion,22.854264
4,13,Ozone,Parts per million,0.038065
4,13,Ozone,Parts per million,0.030419
4,13,Ozone,Parts per million,0.030419
4,13,Ozone,Parts per million,0.030167
4,13,Wind Speed - Scalar,Knots,2.55249
4,13,Wind Direction - Scalar,Degrees Compass,176.438762
4,13,Wind Speed - Resultant,Knots,2.170256
4,13,Wind Direction - Resultant,Degrees Compass,176.746972
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),30.276423
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),29.83871
4,13,Ozone,Parts per million,0.029103
4,13,Ozone,Parts per million,0.023846
4,13,Ozone,Parts per million,0.023846
4,13,Ozone,Parts per million,0.023962
4,13,Wind Speed - Scalar,Knots,2.284409
4,13,Wind Direction - Scalar,Degrees Compass,148.965054
4,13,Wind Speed - Resultant,Knots,1.947177
4,13,Wind Direction - Resultant,Degrees Compass,148.067204
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),17.454918
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),17.032258
4,13,Carbon monoxide,Parts per million,0.646757
4,13,Carbon monoxide,Parts per million,0.649663
4,13,Ozone,Parts per million,0.037167
4,13,Ozone,Parts per million,0.029667
4,13,Ozone,Parts per million,0.029667
4,13,Ozone,Parts per million,0.029478
4,13,Wind Speed - Scalar,Knots,2.02836
4,13,Wind Direction - Scalar,Degrees Compass,178.799731
4,13,Wind Speed - Resultant,Knots,1.726613
4,13,Wind Direction - Resultant,Degrees Compass,180.942204
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),32.71594
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),32.290323
4,13,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),16.96049
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),15.793733
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),15.677419
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),15.677419
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),15.677419
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),15.677419
4,13,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-2.993869
4,13,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-2.948387
4,13,Carbon monoxide,Parts per million,0.405676
4,13,Carbon monoxide,Parts per million,0.409852
4,13,Ozone,Parts per million,0.036581
4,13,Ozone,Parts per million,0.030323
4,13,Ozone,Parts per million,0.030323
4,13,Ozone,Parts per million,0.03
4,13,Wind Speed - Scalar,Knots,2.032661
4,13,Wind Direction - Scalar,Degrees Compass,150.954301
4,13,Wind Speed - Resultant,Knots,1.679167
4,13,Wind Direction - Resultant,Degrees Compass,154.844086
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),21.64538
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),21.193548
4,13,Ozone,Parts per million,0.027613
4,13,Ozone,Parts per million,0.021677
4,13,Ozone,Parts per million,0.021677
4,13,Ozone,Parts per million,0.021467
4,13,Wind Speed - Scalar,Knots,1.85578
4,13,Wind Direction - Scalar,Degrees Compass,150.282258
4,13,Wind Speed - Resultant,Knots,1.610081
4,13,Wind Direction - Resultant,Degrees Compass,148.419355
4,13,Temperature Difference,"Temp Difference, Centigrade ",0.413172
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),17.103552
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),16.612903
4,13,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),9.213934
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.843989
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.774194
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.774194
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.774194
4,13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.774194
4,13,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-1.735422
4,13,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-1.683871
4,13,Wind Speed - Scalar,Knots,2.520161
4,13,Wind Direction - Scalar,Degrees Compass,164.02957
4,13,Wind Speed - Resultant,Knots,2.249328
4,13,Wind Direction - Resultant,Degrees Compass,161.02957
4,13,Temperature Difference,"Temp Difference, Centigrade ",0.340323
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),21.644414
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),21.16129
4,13,Ozone,Parts per million,0.043387
4,13,Ozone,Parts per million,0.039645
4,13,Ozone,Parts per million,0.039645
4,13,Ozone,Parts per million,0.039333
4,13,Wind Speed - Scalar,Knots,3.366943
4,13,Wind Direction - Scalar,Degrees Compass,157.127248
4,13,Wind Speed - Resultant,Knots,2.91065
4,13,Wind Direction - Resultant,Degrees Compass,152.159059
4,13,Wind Speed - Scalar,Knots,2.3875
4,13,Wind Direction - Scalar,Degrees Compass,179.333333
4,13,Wind Speed - Resultant,Knots,1.966532
4,13,Wind Direction - Resultant,Degrees Compass,180.907258
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),51.238745
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),50.709677
4,13,Ozone,Parts per million,0.040452
4,13,Ozone,Parts per million,0.034484
4,13,Ozone,Parts per million,0.034484
4,13,Ozone,Parts per million,0.034067
4,13,Wind Speed - Scalar,Knots,2.912231
4,13,Wind Direction - Scalar,Degrees Compass,238.482527
4,13,Wind Speed - Resultant,Knots,2.646505
4,13,Wind Direction - Resultant,Degrees Compass,239.487903
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),20.898512
4,13,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),20.387097
4,13,Carbon monoxide,Parts per million,0.261757
4,13,Carbon monoxide,Parts per million,0.265182
4,13,Nitrogen dioxide (NO2),Parts per billion,20.870968
4,13,Nitrogen dioxide (NO2),Parts per billion,10.658967
4,13,Ozone,Parts per million,0.036419
4,13,Ozone,Parts per million,0.028742
4,13,Ozone,Parts per million,0.028742
4,13,Ozone,Parts per million,0.028433
4,13,Wind Speed - Scalar,Knots,3.079839
